"ID","TEAM_ID","NAME"
"1","1","SATOTAC"
"2","1","ドワーフ"
"3","1","みちドラ"
"4","5","ジャギ"
"5","6","スタビネス"
"6","6","マッチ"
"7","4","COBY"
"8","4","シカ"
"9","4","アッキー"
"10","4","純一郎"
"11","4","hoshiken"
"12","4","nemnem"
"13","4","わんちゃん"
"14","4","シゲ"
"15","4","たこ八郎"
"16","5","psc"
"17","5","花の慶次"
"18","5","団長"
